"Sample ID"
"Sample"
"REGION"
"AGE_cat"
"MODELDIS"
"AGE"
"Disease"
"0610005K03RIK"
"0610006F02RIK"
"0610006I08RIK"
"0610006K04RIK"
"0610007C21RIK"
"0610007H07RIK"
"0610007P06RIK"
"0610007P08RIK"
"0610007P14RIK"
"0610007P22RIK"
"0610008A10RIK"
"0610008C08RIK"
"0610009B22RIK"
"0610009E20RIK"
"0610009F02RIK"
"0610009I22RIK"
"0610009J22RIK"
"0610009K11RIK"
"0610009M14RIK"
"0610009O03RIK"
"0610009O20RIK"
"0610010D20RIK"
"0610010D24RIK"
"0610010E21RIK"
"0610010K06RIK"
"0610010K14RIK"
"0610011B16RIK"
"0610011L14RIK"
"0610011N22RIK"
"0610012A05RIK"
"0610012C01RIK"
"0610012D14RIK"
"0610012D17RIK"
"0610012G03RIK"
"0610013E23RIK"
"0610025L06RIK"
"0610025P10RIK"
"0610027O18RIK"
"0610030H11RIK"
"0610031J06RIK"
"0610033H09RIK"
"0610034P02RIK"
"0610037D15RIK"
"0610037H22RIK"
"0610037L13RIK"
"0610038F07RIK"
"0610038K03RIK"
"0610039J04RIK"
"0610039N19RIK"
"0610039P13RIK"
"0610040B21RIK"
"0610040J01RIK"
"0610041B22RIK"
"0610041E09RIK"
"0610041G09RIK"
"0610042E07RIK"
"0710001B24RIK"
"0710001E13RIK"
"0710005M24RIK"
"0710007A14RIK"
"0710008K08RIK"
"0910001A06RIK"
"0910001L09RIK"
"1100001A21RIK"
"1100001D10RIK"
"1100001G20RIK"
"1100001I22RIK"
"1110001A05RIK"
"1110001A12RIK"
"1110001A23RIK"
"1110001C20RIK"
"1110001E17RIK"
"1110001J03RIK"
"1110001K21RIK"
"1110002B05RIK"
"1110002E23RIK"
"1110002H13RIK"
"1110002N22RIK"
"1110003A17RIK"
"1110003E01RIK"
"1110004B13RIK"
"1110004B15RIK"
"1110004E09RIK"
"1110004F10RIK"
"1110005A03RIK"
"1110005A23RIK"
"1110006G06RIK"
"1110006I15RIK"
"1110007A06RIK"
"1110007A13RIK"
"1110007C02RIK"
"1110007C05RIK"
"1110007C09RIK"
"1110007C24RIK"
"1110007L15RIK"
"1110007M04RIK"
"1110008F13RIK"
"1110008J03RIK"
"1110008P14RIK"
"1110011D13RIK"
"1110011K10RIK"
"1110012D08RIK"
"1110012E06RIK"
"1110012J17RIK"
"1110012L19RIK"
"1110012M11RIK"
"1110013L07RIK"
"1110014D18RIK"
"1110014K05RIK"
"1110014L17RIK"
"1110014P06RIK"
"1110015K06RIK"
"1110017D15RIK"
"1110017I16RIK"
"1110017O22RIK"
"1110018G07RIK"
"1110018J18RIK"
"1110019C08RIK"
"1110019L22RIK"
"1110019N10RIK"
"1110020A09RIK"
"1110020C13RIK"
"1110020G09RIK"
"1110020M19RIK"
"1110020P15RIK"
"1110021H02RIK"
"1110025F24RIK"
"1110025I09RIK"
"1110028E10RIK"
"1110028N05RIK"
"1110029E03RIK"
"1110030H02RIK"
